ID,hoard_id,coin_group_id,start_year,end_year,revised_start,revised_end,ruler,dynasty,denomination,num_coins,mint,imported,created,updated
666,THS-666,THS-666-1,577,578,577,578,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
667,THS-667,THS-667-1,573,574,573,574,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
668,THS-668,THS-668-1,569,570,569,570,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
669,THS-669,THS-669-1,573,574,573,574,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
670,THS-670,THS-670-1,569,570,569,570,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
671,THS-671,THS-671-1,574,575,574,575,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
672,THS-672,THS-672-1,614,615,614,615,Heraklios,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
674,THS-674,THS-674-1,562,563,562,563,Justinian I,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
675,THS-675,THS-675-1,563,564,563,564,Justinian I,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
676,THS-676,THS-676-1,563,564,563,564,Justinian I,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
677,THS-677,THS-677-1,564,565,564,565,Justinian I,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
678,THS-678,THS-678-1,568,569,568,569,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
679,THS-679,THS-679-1,567,568,567,568,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
680,THS-680,THS-680-1,569,570,569,570,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
681,THS-681,THS-681-1,571,572,571,572,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
682,THS-682,THS-682-1,574,575,574,575,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
683,THS-683,THS-683-1,518,527,518,527,Justin I,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
684,THS-684,THS-684-1,538,552,538,552,Justinian I,Eastern Roman Empire,16 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
685,THS-685,THS-685-1,538,562,538,562,Justinian I,Eastern Roman Empire,16 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
686,THS-686,THS-686-1,538,552,538,552,Justinian I,Eastern Roman Empire,8 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
687,THS-687,THS-687-1,566,567,566,567,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
688,THS-688,THS-688-1,568,569,568,569,Justin II,Eastern Roman Empire,20 nummi,3,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
689,THS-689,THS-689-1,569,570,569,570,Justin II,Eastern Roman Empire,20 nummi,5,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
690,THS-690,THS-690-1,569,576,569,576,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
691,THS-691,THS-691-1,565,578,565,578,Justin II,Eastern Roman Empire,20 nummi,7,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
692,THS-692,THS-692-1,563,564,563,564,Justinian I,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
693,THS-693,THS-693-1,563,564,563,564,Justinian I,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
694,THS-694,THS-694-1,567,568,567,568,Justin II,Eastern Roman Empire,20 nummi,3,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
695,THS-695,THS-695-1,518,527,518,527,Justin I,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
696,THS-696,THS-696-1,562,565,562,565,Justinian I,Eastern Roman Empire,20 nummi,2,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
697,THS-697,THS-697-1,562,565,562,565,Justinian I,Eastern Roman Empire,10 nummi,2,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
698,THS-698,THS-698-1,527,562,527,562,Justinian I,Eastern Roman Empire,16 nummi,13,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
699,THS-699,THS-699-1,565,578,565,578,Justin II,Eastern Roman Empire,20 nummi,59,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
700,THS-700,THS-700-1,578,582,578,582,Tiberius II Constantine,Eastern Roman Empire,20 nummi,2,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
701,THS-701,THS-701-1,582,602,582,602,Maurice,Eastern Roman Empire,20 nummi,3,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
702,THS-702,THS-702-1,562,565,562,565,Justinian I,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
703,THS-703,THS-703-1,565,578,565,578,Justin II,Eastern Roman Empire,20 nummi,5,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
704,THS-704,THS-704-1,602,610,602,610,Heraklios,Eastern Roman Empire,20 nummi,3,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
705,THS-705,THS-705-1,552,562,552,562,Justinian I,Eastern Roman Empire,16 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
706,THS-706,THS-706-1,586,587,586,587,Maurice,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
707,THS-707,THS-707-1,562,565,562,565,Justinian I,Eastern Roman Empire,10 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
708,THS-708,THS-708-1,568,569,568,569,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
709,THS-709,THS-709-1,573,574,573,574,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
710,THS-710,THS-710-1,576,577,576,577,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
711,THS-711,THS-711-1,565,578,565,578,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
712,THS-712,THS-712-1,580,581,580,581,Tiberius II Constantine,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
713,THS-713,THS-713-1,570,571,570,571,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
714,THS-714,THS-714-1,587,588,587,588,Maurice,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
715,THS-715,THS-715-1,589,590,589,590,Maurice,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
716,THS-716,THS-716-1,592,593,592,593,Maurice,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
717,THS-717,THS-717-1,582,602,582,602,Maurice,Eastern Roman Empire,20 nummi,2,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
718,THS-718,THS-718-1,569,570,569,570,Justin II,Eastern Roman Empire,20 nummi,2,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
719,THS-719,THS-719-1,576,577,576,577,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
720,THS-720,THS-720-1,527,562,527,562,Justinian I,Eastern Roman Empire,16 nummi,8,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
721,THS-721,THS-721-1,564,565,564,565,Justinian I,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
722,THS-722,THS-722-1,566,567,566,567,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
723,THS-723,THS-723-1,527,562,527,562,Justinian I,Eastern Roman Empire,8 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
724,THS-724,THS-724-1,572,573,572,573,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
725,THS-725,THS-725-1,573,574,573,574,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
726,THS-726,THS-726-1,562,565,562,565,Justinian I,Eastern Roman Empire,20 nummi,2,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
727,THS-727,THS-727-1,565,578,565,578,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
728,THS-728,THS-728-1,582,602,582,602,Maurice,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
729,THS-729,THS-729-1,593,594,593,594,Maurice,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
730,THS-730,THS-730-1,604,605,604,605,Phokas,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
731,THS-731,THS-731-1,562,563,562,563,Justinian I,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
732,THS-732,THS-732-1,575,576,575,576,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
733,THS-733,THS-733-1,562,565,562,565,Justinian I,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
734,THS-734,THS-734-1,573,574,573,574,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
735,THS-735,THS-735-1,522,527,522,527,Justin I,Eastern Roman Empire,40 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
736,THS-736,THS-736-1,538,552,538,552,Justinian I,Eastern Roman Empire,16 nummi,4,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
737,THS-737,THS-737-1,552,562,552,562,Justinian I,Eastern Roman Empire,16 nummi,9,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
738,THS-738,THS-738-1,538,552,538,552,Justinian I,Eastern Roman Empire,8 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
739,THS-739,THS-739-1,552,562,552,562,Justinian I,Eastern Roman Empire,8 nummi,3,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
740,THS-740,THS-740-1,527,538,527,538,Justinian I,Eastern Roman Empire,4 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
741,THS-741,THS-741-1,563,564,563,564,Justinian I,Eastern Roman Empire,20 nummi,2,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
742,THS-742,THS-742-1,564,565,564,565,Justinian I,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
743,THS-743,THS-743-1,565,566,565,566,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
744,THS-744,THS-744-1,567,568,567,568,Justin II,Eastern Roman Empire,20 nummi,3,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
745,THS-745,THS-745-1,569,570,569,570,Justin II,Eastern Roman Empire,20 nummi,18,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
746,THS-746,THS-746-1,571,572,571,572,Justin II,Eastern Roman Empire,20 nummi,2,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
747,THS-747,THS-747-1,573,574,573,574,Justin II,Eastern Roman Empire,20 nummi,3,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
748,THS-748,THS-748-1,574,575,574,575,Justin II,Eastern Roman Empire,20 nummi,13,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
749,THS-749,THS-749-1,575,576,575,576,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
750,THS-750,THS-750-1,576,577,576,577,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
751,THS-751,THS-751-1,568,576,568,576,Justin II,Eastern Roman Empire,20 nummi,4,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
752,THS-752,THS-752-1,578,579,578,579,Tiberius II Constantine,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
753,THS-753,THS-753-1,580,581,580,581,Tiberius II Constantine,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
754,THS-754,THS-754-1,578,582,578,582,Tiberius II Constantine,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
755,THS-755,THS-755-1,582,583,582,583,Maurice,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
756,THS-756,THS-756-1,583,584,583,584,Maurice,Eastern Roman Empire,20 nummi,9,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
757,THS-757,THS-757-1,593,594,593,594,Maurice,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
758,THS-758,THS-758-1,518,527,518,527,Justin I,Eastern Roman Empire,40 nummi,3,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
759,THS-759,THS-759-1,527,538,527,538,Justinian I,Eastern Roman Empire,4 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
760,THS-760,THS-760-1,538,552,538,552,Justinian I,Eastern Roman Empire,16 nummi,5,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
761,THS-761,THS-761-1,552,562,552,562,Justinian I,Eastern Roman Empire,16 nummi,5,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
762,THS-762,THS-762-1,562,565,562,565,Justinian I,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
763,THS-763,THS-763-1,563,564,563,564,Justinian I,Eastern Roman Empire,20 nummi,3,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
764,THS-764,THS-764-1,566,567,566,567,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
766,THS-766,THS-766-1,566,567,566,567,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
767,THS-767,THS-767-1,567,568,567,568,Justin II,Eastern Roman Empire,20 nummi,2,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
768,THS-768,THS-768-1,568,569,568,569,Justin II,Eastern Roman Empire,20 nummi,6,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
769,THS-769,THS-769-1,569,570,569,570,Justin II,Eastern Roman Empire,20 nummi,7,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
770,THS-770,THS-770-1,570,571,570,571,Justin II,Eastern Roman Empire,20 nummi,3,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
771,THS-771,THS-771-1,571,572,571,572,Justin II,Eastern Roman Empire,20 nummi,5,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
772,THS-772,THS-772-1,572,573,572,573,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
773,THS-773,THS-773-1,573,574,573,574,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
774,THS-774,THS-774-1,574,575,574,575,Justin II,Eastern Roman Empire,20 nummi,6,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
775,THS-775,THS-775-1,575,576,575,576,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
776,THS-776,THS-776-1,577,578,577,578,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
777,THS-777,THS-777-1,578,579,578,579,Tiberius II Constantine,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
779,THS-779,THS-779-1,591,592,591,592,Maurice,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
781,THS-781,THS-781-1,588,589,588,589,Maurice,Eastern Roman Empire,20 nummi,3,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
782,THS-782,THS-782-1,591,592,591,592,Maurice,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
783,THS-783,THS-783-1,592,593,592,593,Maurice,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
784,THS-784,THS-784-1,603,604,603,604,Phokas,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
785,THS-785,THS-785-1,604,610,604,610,Heraklios,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
786,THS-786,THS-786-1,605,610,605,610,Heraklios,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
787,THS-787,THS-787-1,563,565,563,565,Justinian I,Eastern Roman Empire,20 nummi,8,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
788,THS-788,THS-788-1,565,578,565,578,Justin II,Eastern Roman Empire,20 nummi,108,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
789,THS-789,THS-789-1,578,582,578,582,Tiberius II Constantine,Eastern Roman Empire,20 nummi,9,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
790,THS-790,THS-790-1,584,597,584,597,Maurice,Eastern Roman Empire,20 nummi,9,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
791,THS-791,THS-791-1,605,607,605,607,Phokas,Eastern Roman Empire,40 nummi,5,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
792,THS-792,THS-792-1,602,603,602,603,Phokas,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
793,THS-793,THS-793-1,603,610,603,610,Heraklios,Eastern Roman Empire,20 nummi,7,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
794,THS-794,THS-794-1,614,618,614,618,Heraklios,Eastern Roman Empire,40 nummi,20,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
795,THS-795,THS-795-1,623,629,623,629,Heraklios,Eastern Roman Empire,40 nummi,6,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
796,THS-796,THS-796-1,611,613,611,613,Heraklios,Eastern Roman Empire,20 nummi,2,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
797,THS-797,THS-797-1,614,620,614,620,Heraklios,Eastern Roman Empire,20 nummi,13,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
798,THS-798,THS-798-1,538,552,538,552,Justinian I,Eastern Roman Empire,16 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
799,THS-799,THS-799-1,565,566,565,566,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
800,THS-800,THS-800-1,582,602,582,602,Maurice,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
801,THS-801,THS-801-1,569,570,569,570,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
802,THS-802,THS-802-1,567,578,567,578,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
803,THS-803,THS-803-1,574,575,574,575,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
804,THS-804,THS-804-1,603,610,603,610,Heraklios,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-03-21 16:14:32.899515,2018-03-21 16:14:32.899988,2018-03-21 16:14:32.900393
